row_uid,team_id,timestamp,distance_m,tolerance_m,settlement_id,settlement_name,ward_name,lga_name
34a771ddb3953ac7,T01,2026-03-09 07:11:00,130.90339659372043,164.8,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
8605edac71b12e85,T01,2026-03-09 07:12:00,93.65803882381834,189.6,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
12072c0a9e0aac33,T01,2026-03-09 07:13:00,58.9317205782971,202.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
61b49f1a6d78ff35,T01,2026-03-09 07:14:00,65.0581366839577,168.3,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
ea78c924ccd2f771,T01,2026-03-09 07:15:00,32.55928933826904,180.9,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
264923ac2d0b414a,T01,2026-03-09 07:16:00,28.956159415230175,164.4,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
9b6f5d2a491d3ccb,T01,2026-03-09 07:17:00,11.110350542263818,180.5,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
6dc04d7f9f89609b,T01,2026-03-09 07:18:00,53.32610429612914,164.5,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
e905d3fa85fc2eaf,T01,2026-03-09 07:19:00,65.71503196634454,190.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
66561366082c4a63,T01,2026-03-09 07:20:00,56.99089238649887,177.5,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
0705280ed26f6e59,T01,2026-03-09 07:21:00,28.665421567616445,184.8,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
b6bc2fa3a762f9b9,T01,2026-03-09 07:22:00,21.03025841239823,170.7,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
75b478037e995954,T01,2026-03-09 07:23:00,55.6720683464521,193.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
84407bd1b2da26a0,T01,2026-03-09 07:24:00,48.88867620034549,194.4,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
49dc180f683cf363,T01,2026-03-09 07:25:00,1.0380122563662766,175.6,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
b0cb3ebddcad13ad,T01,2026-03-09 07:26:00,45.32560708321636,189.5,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
8568ecb807b1e910,T01,2026-03-09 07:27:00,95.7734777200784,207.7,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
d0f7ee1fad7f64b5,T01,2026-03-09 07:28:00,45.05595084783658,189.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
658aaea10c163f4a,T01,2026-03-09 07:29:00,43.680216494876625,190.7,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
fc4df2e3aef9ceca,T01,2026-03-09 07:30:00,43.179982026543385,180.8,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
86f54999434a15e0,T01,2026-03-09 07:31:00,80.71144463836103,192.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
25d67b3bc6577944,T01,2026-03-09 07:32:00,30.907957966887174,190.4,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
7a13fab9cca5c1bf,T01,2026-03-09 07:33:00,39.47317171445496,188.6,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
2ef77a16e7d83eb2,T01,2026-03-09 07:34:00,32.98762901521811,176.1,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
0171a1feef3b7575,T01,2026-03-09 07:35:00,55.34896350004013,202.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
4851fa3585019e7d,T01,2026-03-09 07:36:00,14.175556290815187,192.3,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
c922d19e3a1e6798,T01,2026-03-09 07:37:00,57.151065030420185,190.8,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
c346c8a8a62b2b35,T01,2026-03-09 07:38:00,37.81099997828927,170.7,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
84a1df94d5e2da85,T01,2026-03-09 07:39:00,43.5500752768939,179.0,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
f157846df171d712,T01,2026-03-09 07:40:00,71.72580478613617,169.7,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
a893432e8f1e1ca9,T01,2026-03-09 07:41:00,100.4619483655928,189.4,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
403ed7daf851a766,T01,2026-03-09 07:42:00,161.03415270003785,172.2,S00033,Irlatu-Gabas,Ekngoyi,Idi-Oro
7bbe4a05dc0d0e13,T01,2026-03-09 15:10:00,185.76510643978685,207.5,S00229,Tajija,Satita,Idi-Oro
5c2dee8c3dec52d8,T01,2026-03-09 15:11:00,111.45230926353946,190.0,S00229,Tajija,Satita,Idi-Oro
48c21605c8dbea0a,T01,2026-03-09 15:12:00,92.8757119729973,196.0,S00229,Tajija,Satita,Idi-Oro
c74cd7cde5dcfbf4,T01,2026-03-09 15:13:00,56.80893860141621,185.8,S00229,Tajija,Satita,Idi-Oro
4e3c858843cec476,T01,2026-03-09 15:14:00,61.642642055672354,204.9,S00229,Tajija,Satita,Idi-Oro
35f3c51ef9296325,T01,2026-03-09 15:15:00,138.27746975386427,165.7,S00229,Tajija,Satita,Idi-Oro
d1bc4ba731cf00f8,T01,2026-03-09 15:17:00,186.46279408395313,188.4,S00229,Tajija,Satita,Idi-Oro
3ba5039daa513084,T01,2026-03-10 07:40:00,172.10776040207148,199.6,S00026,Dabedu,Ekngoyi,Idi-Oro
bfd9f54047588c74,T01,2026-03-10 07:41:00,116.73096507619184,189.9,S00026,Dabedu,Ekngoyi,Idi-Oro
f1b1b66da5c3f522,T01,2026-03-10 07:42:00,18.806804259266674,185.8,S00026,Dabedu,Ekngoyi,Idi-Oro
4bb860cc66f69a24,T01,2026-03-10 07:43:00,47.38177820749766,173.3,S00026,Dabedu,Ekngoyi,Idi-Oro
1daf25e48d480e53,T01,2026-03-10 07:44:00,41.095868565181235,177.7,S00026,Dabedu,Ekngoyi,Idi-Oro
e041d168916293ba,T01,2026-03-10 07:45:00,28.366498648975256,180.7,S00026,Dabedu,Ekngoyi,Idi-Oro
82825e7ae771499d,T01,2026-03-10 07:46:00,43.69118095687411,179.5,S00026,Dabedu,Ekngoyi,Idi-Oro
152c76155bb08bd8,T01,2026-03-10 07:47:00,47.26795556925701,194.4,S00026,Dabedu,Ekngoyi,Idi-Oro
28b755b7627e7c96,T01,2026-03-10 07:48:00,48.322980471654404,165.5,S00026,Dabedu,Ekngoyi,Idi-Oro
9e1bd097a7f7e1e9,T01,2026-03-10 07:49:00,5.899718919045573,173.5,S00026,Dabedu,Ekngoyi,Idi-Oro
ebcae59c915c701f,T01,2026-03-10 07:50:00,25.033176418912007,176.1,S00026,Dabedu,Ekngoyi,Idi-Oro
39e5611eeaf865cf,T01,2026-03-10 07:51:00,46.244046705306395,181.7,S00026,Dabedu,Ekngoyi,Idi-Oro
5965dda4f908b843,T01,2026-03-10 07:52:00,78.33080133668213,190.7,S00026,Dabedu,Ekngoyi,Idi-Oro
83bb44ac53b27a4b,T01,2026-03-10 07:53:00,59.02407939132713,182.5,S00026,Dabedu,Ekngoyi,Idi-Oro
11b193ec2d498672,T01,2026-03-10 07:54:00,59.462694444767955,166.3,S00026,Dabedu,Ekngoyi,Idi-Oro
b984cd47d00ddc97,T01,2026-03-10 07:55:00,57.14054262238251,185.3,S00026,Dabedu,Ekngoyi,Idi-Oro
6b57870355cebb94,T01,2026-03-10 07:56:00,29.94498073091433,178.8,S00026,Dabedu,Ekngoyi,Idi-Oro
4bdf43c54ea43f9e,T01,2026-03-10 07:57:00,52.622030322187065,204.4,S00026,Dabedu,Ekngoyi,Idi-Oro
b4bf593643698b1f,T01,2026-03-10 07:58:00,65.20762143795415,165.3,S00026,Dabedu,Ekngoyi,Idi-Oro
57f2a030f49ae728,T01,2026-03-10 07:59:00,63.917594737626594,210.0,S00026,Dabedu,Ekngoyi,Idi-Oro
c0dd797c29f62752,T01,2026-03-10 08:00:00,46.309539390136706,179.8,S00026,Dabedu,Ekngoyi,Idi-Oro
8967c44acad7eb10,T01,2026-03-10 08:01:00,35.39906776555902,181.4,S00026,Dabedu,Ekngoyi,Idi-Oro
946477535921a3b7,T01,2026-03-10 08:02:00,15.056837665461384,181.0,S00026,Dabedu,Ekngoyi,Idi-Oro
c02df34071dcda76,T01,2026-03-10 08:06:00,15.985034132270636,180.1,S00026,Dabedu,Ekngoyi,Idi-Oro
ec030c0dee8f0ab6,T01,2026-03-10 08:07:00,41.90242691920084,205.8,S00026,Dabedu,Ekngoyi,Idi-Oro
8457de5d0b2007bd,T01,2026-03-10 08:08:00,19.52299771855652,204.9,S00026,Dabedu,Ekngoyi,Idi-Oro
9350f2f5da6836f6,T01,2026-03-10 08:09:00,61.623441313878025,168.3,S00026,Dabedu,Ekngoyi,Idi-Oro
583b0ee1590bd74e,T01,2026-03-10 08:10:00,137.03544390529905,203.8,S00026,Dabedu,Ekngoyi,Idi-Oro
b6b7716a74e0508e,T01,2026-03-10 08:11:00,142.52256293141033,196.1,S00026,Dabedu,Ekngoyi,Idi-Oro
0da2013a083b1728,T01,2026-03-10 08:41:00,96.58959595120922,203.7,S00007,Uzduma,Ekngoyi,Idi-Oro
aa7523a16b69941b,T01,2026-03-10 08:42:00,106.97711899906115,188.4,S00007,Uzduma,Ekngoyi,Idi-Oro
722796eb7c964c0f,T01,2026-03-10 08:43:00,127.49686113642572,204.9,S00007,Uzduma,Ekngoyi,Idi-Oro
a48d36e40a95b818,T01,2026-03-10 08:44:00,129.3580265067094,204.8,S00007,Uzduma,Ekngoyi,Idi-Oro
148a7db4751ebc42,T01,2026-03-10 11:55:00,153.89816957620303,174.3,S00641,Tanafa-Yamma,Bayoyi,Idi-Oro
fa849e943dd094cf,T01,2026-03-10 11:56:00,94.59527154603877,168.8,S00641,Tanafa-Yamma,Bayoyi,Idi-Oro
1dc08209b3b3a7fd,T01,2026-03-10 11:57:00,92.88211505563044,187.2,S00641,Tanafa-Yamma,Bayoyi,Idi-Oro
a71e992919e008b9,T01,2026-03-11 07:31:00,117.68946360429092,169.6,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
5e9a17ccb526bd25,T01,2026-03-11 07:32:00,7.362000577945391,204.3,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
1823ba9c6801e08e,T01,2026-03-11 07:33:00,4.473617740889713,198.4,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
ff981488b8033e3f,T01,2026-03-11 07:34:00,70.75117567642019,204.7,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
2344c8d72e67f8de,T01,2026-03-11 07:35:00,32.56620649270212,183.8,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
22415425110eb011,T01,2026-03-11 07:36:00,64.71764991812078,185.9,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
e0e6d12e811a32d5,T01,2026-03-11 07:37:00,48.14301106924699,205.4,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
67ba93f55e845ac6,T01,2026-03-11 07:38:00,16.080332198697416,187.3,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
71ade44c8c2a54db,T01,2026-03-11 07:39:00,18.921644278838524,172.5,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
0f6fb3484e7d22c2,T01,2026-03-11 07:40:00,52.40249626219277,183.2,S00046,Kasama-Tudun,Ekngoyi,Idi-Oro
